name,longitude,latitude
Panthera leo,20.077073,-25.961491
Panthera leo,15.845324,-19.329323
Panthera leo,34.803312,-1.458539
Panthera leo,34.980776,-7.566684
Panthera leo,34.908104,-7.633082
Panthera leo,24.345945,-18.416874
Panthera leo,23.321188,-19.732876
Panthera leo,24.252332,-18.779846
Panthera leo,31.9083,-28.146036
Panthera leo,23.742958,-20.31513
Panthera leo,23.684442,-20.401241
Panthera leo,29.276842,-15.719391
Panthera leo,31.459588,-23.689626
Panthera leo,25.989041,-33.632453
Panthera leo,31.564682,-25.27461
Panthera leo,31.959985,-25.304456
Panthera leo,31.361008000000002,-24.230405
Panthera leo,25.915017,-16.232928
Panthera leo,26.348786,-14.64616
Panthera leo,26.244808,-14.67201
Panthera leo,26.481174,-14.70742
Panthera leo,35.473816,-2.937597
Panthera leo,35.022861,-2.034361
Panthera leo,37.034793,-1.709188
Panthera leo,35.865144,-3.678639
Panthera leo,38.401616,-2.158563
Panthera leo,38.191545,-7.660015
Panthera leo,38.009015,-7.719992
Panthera leo,38.100997,-7.624768
Panthera leo,35.141374,-7.580898
Panthera leo,31.9611,-28.273204
Panthera leo,31.996195,-28.381909
Panthera leo,16.330532,-18.892521
Panthera leo,25.161527,-20.577943
Panthera leo,27.12402,-18.835606
Panthera leo,26.580393,-19.14174
Panthera leo,24.996495,-17.804845
Panthera leo,31.694175,-25.335558
Panthera leo,26.379175,-24.693994
Panthera leo,1.514146,11.591737
Panthera leo,2.361471,12.097459
Panthera leo,31.513564,-23.477412
Panthera leo,26.217445,-24.716114
Panthera leo,34.879109,-2.352204
Panthera leo,31.882508,-26.203815
Panthera leo,1.403621,11.575188
Panthera leo,31.731635,-23.885533
Panthera leo,3.130232,9.815806
Panthera leo,32.122171,-28.074098
Panthera leo,31.744969,-24.966679
Panthera leo,1.734993,11.004418
Panthera leo,23.320294,-19.518056
Panthera leo,26.257187,-33.57288
Panthera leo,26.241833,-33.481149
Panthera leo,31.439298,-24.408143
Panthera leo,1.953643,11.119615
Panthera leo,14.480488,8.412288
Panthera leo,2.965666,9.89808
Panthera leo,3.056294,9.879071
Panthera leo,35.810605,-3.80245
Panthera leo,1.9693,11.228275
Panthera leo,2.681252,12.388794
Panthera leo,14.57032,8.755531
Panthera leo,31.40386,-23.815288
Panthera leo,36.12065,-3.498208
Panthera leo,35.043051,-1.043133
Panthera leo,26.235157,-24.607012
Panthera leo,2.77938,12.14359
Panthera leo,2.68412,12.01904
Panthera leo,-1.777872,11.365362
Panthera leo,16.948908,-18.729027
Panthera leo,31.95789,-26.040385
Panthera leo,36.109449,-0.225092
Panthera leo,31.465154,-24.692158
Panthera leo,31.047689,-24.412862
Panthera leo,2.76194,11.714185
Panthera leo,2.689737,11.641982
Panthera leo,2.050397,11.38095
Panthera leo,2.793564,11.584033
Panthera leo,3.003939,12.247507
Panthera leo,2.477532,11.735882
Panthera leo,3.220698,11.938965
Panthera leo,2.564267,11.83128
Panthera leo,2.830637,11.463997
Panthera leo,18.569808,-13.78442
Panthera leo,34.755588,-2.135581
Panthera leo,23.162542,-19.331475
Panthera leo,16.562461,-18.815713
Panthera leo,22.025343,-33.897947
Panthera leo,34.162475,-2.043254
Panthera leo,34.052232,-2.164775
Panthera leo,3.075443,9.686616
Panthera leo,31.630737,-24.275395
Panthera leo,31.097444,-24.261598
Panthera leo,1.33459,11.27381
Panthera leo,1.61864,11.39426
Panthera leo,1.562612,11.29066
Panthera leo,15.960425,-19.177581
Panthera leo,15.842224,-19.239376
Panthera leo,13.16486,-19.223706
Panthera leo,23.754207,-19.538198
Panthera leo,23.690008,-19.446331
Panthera leo,1.758958,11.400889
Panthera leo,34.935077,-1.205486
Panthera leo,29.648848,-0.47166
Panthera leo,29.850164,-0.015808
Panthera leo,37.135334,-7.345612
Panthera leo,30.537872,-24.155525
Panthera leo,31.324103,-24.478983
Panthera leo,34.836419,-1.584463
Panthera leo,34.94506,1.597719
Panthera leo,32.025085,-27.97764
Panthera leo,30.468393,-24.005401
Panthera leo,15.713506,-19.217072
Panthera leo,31.328882,-6.86445
Panthera leo,31.155787,-24.431301
Panthera leo,37.391412,-2.747283
Panthera leo,21.865074,-34.090982
Panthera leo,21.998492,-34.045961
Panthera leo,34.634761,-7.775661
Panthera leo,34.6707,-7.652614
Panthera leo,2.57148,11.55953
Panthera leo,31.081929,-6.86991
Panthera leo,31.172623,-6.922897
Panthera leo,22.426148,-32.347133
Panthera leo,22.471074,-32.234527
Panthera leo,20.534464,-26.31005
Panthera leo,20.536454,-26.203854
Panthera leo,35.644233,12.202575
Panthera leo,31.714892,-24.528791
Panthera leo,36.998902,-1.28326
Panthera leo,36.862675,-1.281587
Panthera leo,20.551831,-25.480671
Panthera leo,2.94126,12.11485
Panthera leo,20.6091,-24.495892
Panthera leo,23.258633,-26.725679
Panthera leo,34.88859,-1.488631
Panthera leo,39.721946,6.690568
Panthera leo,35.04776,-2.934812
Panthera leo,34.997585,-2.831946
Panthera leo,36.292077,-0.841761
Panthera leo,1.3346,11.1614
Panthera leo,1.847435,11.340205
Panthera leo,1.473019,11.709796
Panthera leo,1.669789,11.312511
Panthera leo,1.521363,11.192171
Panthera leo,31.377116,-24.329938
Panthera leo,31.273881,-24.355487
Panthera leo,14.579425,8.557895
Panthera leo,37.102739,-7.465797
Panthera leo,16.205774,-18.901245
Panthera leo,35.472134,-2.033731
Panthera leo,35.956879,-3.946461
Panthera leo,31.79685,-24.821018
Panthera leo,2.5833,12
Panthera leo,14.746107,8.455099
Panthera leo,14.703365,8.783814
Panthera leo,2.97694,11.7917
Panthera leo,35.111658,-7.454226
Panthera leo,2.782314,11.986022
Panthera leo,22.778078,-18.767492
Panthera leo,14.410718,10.626132
Panthera leo,2.444173,11.825206
Panthera leo,27.141963,-25.020709
Panthera leo,37.447423,0.239337
Panthera leo,26.771206,-18.940337
Panthera leo,24.851599,-17.95314
Panthera leo,24.917583,-18.065011
Panthera leo,24.970257,-18.144162
Panthera leo,31.770405,2.416888
Panthera leo,36.101078,-3.875041
Panthera leo,37.591767,0.768337
Panthera leo,35.561028,-3.17274
Panthera leo,2.836713,11.90075
Panthera leo,31.43461,-23.175188
Panthera leo,26.338771,-18.714708
Panthera leo,29.379668,-15.681668
Panthera leo,31.844271,-12.884094
Panthera leo,30.941436,-23.65351
Panthera leo,20.456886,-25.219921
Panthera leo,37.124763,-1.612361
Panthera leo,36.086547,-3.9902
Panthera leo,23.394458,-19.362626
Panthera leo,24.1868,-18.474497
Panthera leo,31.941097,-25.393158
Panthera leo,23.660195,-20.897338
Panthera leo,31.544571,-23.817957
Panthera leo,31.274791,-22.974402
Panthera leo,22.205724,-32.29619
Panthera leo,26.35839,-18.453729
Panthera leo,36.152712,-4.346151
Panthera leo,34.749328,-2.25454
Panthera leo,34.608127,-2.521328
Panthera leo,35.691678,-3.544858
Panthera leo,21.899867,-25.120696
Panthera leo,31.813454,-25.089699
Panthera leo,38.77074,-3.21408
Panthera leo,38.013011,-2.879257
Panthera leo,38.749378,-3.336016
Panthera leo,2.6811,11.9055
Panthera leo,31.929953,-24.862508
Panthera leo,31.737949,-28.347472
Panthera leo,27.868796,-24.236355
Panthera leo,27.996957,-24.321756
Panthera leo,2.8964,11.6538
Panthera leo,2.8916,11.9759
Panthera leo,2.9258,11.8755
Panthera leo,3.0045,12.0109
Panthera leo,31.868524,-24.238822
Panthera leo,16.254726,-18.800659
Panthera leo,16.804489,-18.988283
Panthera leo,15.868971,-19.140433
Panthera leo,32.170919,-28.188841
Panthera leo,34.939093,-7.436316
Panthera leo,23.72067,-21.225717
Panthera leo,29.775157,-0.78205
Panthera leo,2.123592,11.32063
Panthera leo,2.255264,11.145211
Panthera leo,23.382532,-18.093094
Panthera leo,1.1233,11.11127
Panthera leo,25.014652,-17.921749
Panthera leo,1.75891,11.10094
Panthera leo,16.44106,-18.87601
Panthera leo,31.769288,-13.186379
Panthera leo,16.856329,-18.438297
Panthera leo,16.873673,-18.598039
Panthera leo,13.707158,-20.000406
Panthera leo,35.125,-1.375
Panthera leo,22.961148,-19.363256
Panthera leo,19.953355,-33.244188
Panthera leo,19.949649,-33.372291
Panthera leo,35.193361,-7.680099
Panthera leo,29.685052,-0.792345
Panthera leo,35.572516,-0.086519
Panthera leo,36.154535,-3.767223
Panthera leo,25.409899,-32.264539
Panthera leo,31.009785,-6.959874
Panthera leo,36.199544,-3.87363
Panthera leo,23.88377,-22.377997
Panthera leo,23.671436,-18.80996
Panthera leo,34.906483,-1.399759
Panthera leo,32.505074,-11.968646
Panthera leo,35.378725,-1.968189
Panthera leo,35.130033,-2.017786
Panthera leo,31.999443,-25.022476
Panthera leo,32.043796,-12.95575
Panthera leo,23.051848,-21.647148
Panthera leo,32.137755,-27.806693
Panthera leo,34.920767,-2.48446
Panthera leo,2.578691,12.576632
Panthera leo,2.556984,12.41647
Panthera leo,26.500358,-33.032999
Panthera leo,23.244844,-19.39564
Panthera leo,23.769993,-21.530767
Panthera leo,28.803044,-22.328896
Panthera leo,20.599009,-25.278034
Panthera leo,20.74429,-25.689149
Panthera leo,29.659722,-24.561895
Panthera leo,31.61017,-28.268592
Panthera leo,31.500425,-23.10259
Panthera leo,23.226603,-21.55017
Panthera leo,30.457827,-24.75944
Panthera leo,34.820568,-2.436428
Panthera leo,36.044769,-4.077973
Panthera leo,30.822831,-24.25195
Panthera leo,24.878325,-17.802218
Panthera leo,14.473543,-19.007269
Panthera leo,34.881313,-2.120934
Panthera leo,37.494452,0.741576
Panthera leo,31.689613,-13.246408
Panthera leo,2.9905,11.6172
Panthera leo,2.1691,11.4014
Panthera leo,16.32155,-19.138936
Panthera leo,34.293179,-2.004793
Panthera leo,35.561098,-3.073598
Panthera leo,31.461905,-23.907257
Panthera leo,14.022207,-20.876764
Panthera leo,31.444003,-24.979467
Panthera leo,25.21431,-17.792498
Panthera leo,25.603207,-18.532399
Panthera leo,20.325119,-25.990613
Panthera leo,31.638922,-24.053877
Panthera leo,30.872895,-24.376486
Panthera leo,23.346726,-17.887482
Panthera leo,25.978221,-14.84197
Panthera leo,25.827332,-14.855527
Panthera leo,30.969395,-24.353066
Panthera leo,16.556911,-18.988741
Panthera leo,31.03955,-22.784797
Panthera leo,34.896071,-7.351565
Panthera leo,36.069832,-0.347955
Panthera leo,31.288487,-22.544902
Panthera leo,35.380633,-1.661875
Panthera leo,35.231926,1.790021
Panthera leo,31.448248,-25.325758
Panthera leo,35.783392,-3.198805
Panthera leo,34.97245,-2.330215
Panthera leo,37.040008,-7.547671
Panthera leo,26.296557,-26.957547
Panthera leo,37.580101,0.215881
Panthera leo,14.499361,-19.465909
Panthera leo,29.271756,-15.940915
Panthera leo,38.21067,-3.01599
Panthera leo,26.277681,-24.796399
Panthera leo,16.261654,-19.039198
Panthera leo,20.761328,-18.505737
Panthera leo,20.572844,-19.38419
Panthera leo,27.290551,-19.132131
Panthera leo,31.728382,-24.294539
Panthera leo,30.128613,0.138364
Panthera leo,25.835803,-14.354924
Panthera leo,24.598045,-18.718866
Panthera leo,16.053535,-19.140314
Panthera leo,14.636297,-19.394413
Panthera leo,15.866809,-18.994118
Panthera leo,27.84889,-21.944107
Panthera leo,31.377931,-6.968554
Panthera leo,38.256873,-7.750133
Panthera leo,1.75438,11.222987
Panthera leo,31.403602,2.080528
Panthera leo,30.484666,-24.255144
Panthera leo,35.027161,-1.227628
Panthera leo,30.000782,-0.013843
Panthera leo,31.387171,-24.770725
Panthera leo,31.617205,-25.162979
Panthera leo,35.896463,-3.87299
Panthera leo,36.926986,0.197765
Panthera leo,31.452625,-25.574497
Panthera leo,22.679794,-19.336063
Panthera leo,26.410411,-19.066415
Panthera leo,21.681618,-18.126242
Panthera leo,1.535016,11.887937
Panthera leo,16.062262,-19.343281
Panthera leo,16.634384,-19.168619
Panthera leo,16.404424,-19.197551
Panthera leo,16.417223,-18.971369
Panthera leo,31.626088,-24.574211
Panthera leo,34.385884,-18.832056
Panthera leo,36.010725,-0.499974
Panthera leo,31.674537,-24.139732
Panthera leo,34.949067,-7.78805
Panthera leo,24.140645,-18.637484
Panthera leo,23.456709,-20.871212
Panthera leo,17.065331,-22.302557
Panthera leo,36.6463,-0.4324
Panthera leo,38.744038,-3.054748
Panthera leo,31.674162,-24.893074
Panthera leo,34.837783,1.549412
Panthera leo,34.802471,-2.037709
Panthera leo,34.55312,-2.227618
Panthera leo,36.229425,0.501144
Panthera leo,31.019703,-23.529157
Panthera leo,1.433052,11.131176
Panthera leo,23.335353,-19.228307
Panthera leo,24.236344,-18.657265
Panthera leo,29.13027,-16.701818
Panthera leo,31.611989,-24.44551
Panthera leo,34.659089,-2.199901
Panthera leo,35.467741,-3.129639
Panthera leo,31.573705,-24.161891
Panthera leo,20.639896,-25.733424
Panthera leo,23.369458,-21.650478
Panthera leo,24.221032,-18.564253
Panthera leo,31.118439,-22.656148
Panthera leo,27.131285,-25.354661
Panthera leo,31.92838,-24.048784
Panthera leo,27.022938,-29.141544
Panthera leo,17.178806,-18.684624
Panthera leo,23.235808,-21.666975
Panthera leo,23.43163,-21.371715
Panthera leo,23.587611,-21.282667
Panthera leo,23.48555,-21.282507
Panthera leo,31.716652,-27.776958
Panthera leo,3.191864,12.076329
Panthera leo,35.882024,-3.20022
Panthera leo,37.846668,-7.615895
Panthera leo,37.850857,-7.771445
Panthera leo,39.213144,-3.129273
Panthera leo,23.867316,-18.36128
Panthera leo,32.25174,-11.926477
Panthera leo,16.451133,-18.757524
Panthera leo,16.45701,-18.62855
Panthera leo,34.662305,-2.060543
Panthera leo,36.840291,0.107042
Panthera leo,36.40359,0.550389
Panthera leo,31.439444,-24.154359
Panthera leo,29.963053,-0.300173
Panthera leo,-1.767368,11.25604
Panthera leo,14.364177,-19.245276
Panthera leo,1.073845,10.924919
Panthera leo,32.213494,-27.950427
Panthera leo,32.386892,-27.901746
Panthera leo,31.677801,-24.778083
Panthera leo,30.686386,-24.292753
Panthera leo,27.750396,-25.813316
Panthera leo,35.258914,-3.05245
Panthera leo,35.080933,-2.159858
Panthera leo,20.755217,-26.306708
Panthera leo,20.680391,-25.491573
Panthera leo,30.422169,-24.329914
Panthera leo,2.184746,8.955147
Panthera leo,37.625,0.625
Panthera leo,2.66982,6.96319
Panthera leo,27.027506,-25.382799
Panthera leo,35.296007,-1.525429
Panthera leo,35.013454,-1.898544
Panthera leo,35.593901,-3.293577
Panthera leo,34.922657,-2.753491
Panthera leo,40.0334,-1.3993
Panthera leo,31.671981,2.00035
Panthera leo,26.031725,-28.892705
Panthera leo,26.186982,-28.802225
Panthera leo,37.895082,-0.059520000000000003
Panthera leo,31.451111,-26.473032
Panthera leo,27.140637,-21.510066
Panthera leo,23.43031,-19.104697
Panthera leo,37.512241,0.142555
Panthera leo,20.521543,-25.596247
Panthera leo,36.237022,-2.964045
Panthera leo,20.604687,-26.40786
Panthera leo,24.319076,-18.565552
Panthera leo,36.994866,-1.381781
Panthera leo,35.038991,-1.41167
Panthera leo,10.402149,9.889045
Panthera leo,32.119366,-20.73216
Panthera leo,31.420898,-24.046465
Panthera leo,36.199772,-0.347137
Panthera leo,34.991177,-1.310637
Panthera leo,26.487743,-19.163392
Panthera leo,26.709767,-19.130348
Panthera leo,29.333,-22.335
Panthera leo,3.118761,10.53225
Panthera leo,2.03212,8.756808
Panthera leo,23.827286,-19.116625
Panthera leo,25.675049,-20.478481
Panthera leo,31.583511,-23.920193
Panthera leo,31.69577,-12.851616
Panthera leo,35.194046,-2.156345
Panthera leo,34.508312,-2.397605
Panthera leo,1.337891,10.924787
Panthera leo,34.669566,-2.39065
Panthera leo,24.585472,-18.037433
Panthera leo,24.563125,-18.154393
Panthera leo,31.295242,-23.704266
Panthera leo,31.198425,-25.417231
Panthera leo,31.171646,-23.261377
Panthera leo,36.823425,-1.369727
Panthera leo,31.41,-22.84
Panthera leo,2.1683,6.96026
Panthera leo,16.660151,-18.759207
Panthera leo,26.036455,-14.48293
Panthera leo,25.93148,-14.264556
Panthera leo,26.399233,-14.444095
Panthera leo,37.000581,-7.368095
Panthera leo,23.012653,-18.981114
Panthera leo,20.365157,-25.656074
Panthera leo,1.17601,10.97515
Panthera leo,1.57111,11.10231
Panthera leo,25.202154,-17.962215
Panthera leo,31,-23.23
Panthera leo,30.959999,-22.99
Panthera leo,1.966141,8.296999
Panthera leo,36.135051,-0.425707
Panthera leo,29.81305,-0.189963
Panthera leo,37.587673,0.536807
Panthera leo,38.866,-1.367
Panthera leo,14.507787,11.23257
Panthera leo,31.7194,-25.5022
Panthera leo,16.264106,-19.23698
Panthera leo,30.6722,-24.1656
Panthera leo,27.8333,-25.2167
Panthera leo,25.25,-27
Panthera leo,25.2189,-27.525
Panthera leo,25.2167,-27.8333
Panthera leo,27.5028,-25.2514
Panthera leo,31.299999,-22.84
Panthera leo,31.25,-22.66
Panthera leo,31.360001,-23.030001
Panthera leo,17.180603,-18.947869
Panthera leo,24.730225,-18.791918
Panthera leo,15.517279,-18.983992
Panthera leo,16.358675,-19.042986
Panthera leo,17.383102,-18.752485
Panthera leo,-3.810001,8.767315
Panthera leo,34.208679,-2.181632
Panthera leo,24.688505,-18.282389
Panthera leo,22.5,-19.5
Panthera leo,35.120544,-2.698891
Panthera leo,31.25164,-22.435465
Panthera leo,31.397854,-23.520109
Panthera leo,31.742945,-24.013419
Panthera leo,38.338629,-2.250173
Panthera leo,24.664972,-18.407752
Panthera leo,29.008554,-15.876514
Panthera leo,29.025113,-15.972318
Panthera leo,29.148846,-15.922466
Panthera leo,29.198197,-15.806969
Panthera leo,35.446489,-3.028269
Panthera leo,28.008327,-18.151258
Panthera leo,28.361602,-18.129933
Panthera leo,28.208744,-18.178468
Panthera leo,37.918766,-3.30146
Panthera leo,37.915016,-3.201907
Panthera leo,28.034295,-17.89206
Panthera leo,30.42,-29.759416
Panthera leo,24.803009,-20.219677
Panthera leo,23.039703,-19.485205
Panthera leo,24.816055,-18.366196
Panthera leo,28.263599,-18.080769
Panthera leo,34.656345,-1.488405
Panthera leo,38.6151,-0.1683
Panthera leo,34.286173,-2.246441
Panthera leo,34.436989,-2.243899
Panthera leo,34.996861,-3.020098
Panthera leo,21.03,-19.87
Panthera leo,33.27,-17.17
Panthera leo,43.15,9.15
Panthera leo,15.125,-13.625
Panthera leo,21.375,-8.375
Panthera leo,14.875,-14.875
Panthera leo,14.875,-15.125
Panthera leo,18.875,-16.375
Panthera leo,15.375,-16.375
Panthera leo,17.875,-15.625
Panthera leo,15.125,-10.875
Panthera leo,13.125,-15.125
Panthera leo,12.625,-14.125
Panthera leo,16.125,-15.125
Panthera leo,13.125,-15.875
Panthera leo,13.875,-13.625
Panthera leo,21.875,-17.375
Panthera leo,13.625,-13.125
Panthera leo,21.125,-8.625
Panthera leo,20.125,-8.375
Panthera leo,20.125,-15.375
Panthera leo,17.375,-15.625
Panthera leo,21.125,-7.625
Panthera leo,13.375,-15.875
Panthera leo,22.06983,-16.39788
Panthera leo,15.875,-9.625
Panthera leo,13.125,-14.125
Panthera leo,11.95113,-15.70667
Panthera leo,11.87056,-17.11157
Panthera leo,15.625,-17.125
Panthera leo,14.875,-9.625
Panthera leo,15.125,-14.625
Panthera leo,20.875,-17.875
Panthera leo,12.375,-16.125
Panthera leo,21.375,-7.875
Panthera leo,19.125,-15.125
Panthera leo,15.125,-14.875
Panthera leo,14.875,-16.625
Panthera leo,15.625,-16.875
Panthera leo,15.625,-15.625
Panthera leo,16.875,-12.875
Panthera leo,12.625,-16.875
Panthera leo,20.875,-11.625
Panthera leo,18.68839,-17.59504
Panthera leo,12.875,-15.375
Panthera leo,18.13926,-8.14318
Panthera leo,12.20117,-15.125
Panthera leo,13.375,-15.625
Panthera leo,20.625,-8.375
Panthera leo,19.125,-15.875
Panthera leo,21.375,-17.125
Panthera leo,22.8738,-17.37623
Panthera leo,20.875,-16.875
Panthera leo,14.625,-17.125
Panthera leo,12.42661,-14.38038
Panthera leo,22.625,-17.125
Panthera leo,20.375,-15.625
Panthera leo,12.875,-15.875
Panthera leo,19.625,-14.625
Panthera leo,20.375,-7.375
Panthera leo,23.09799,-17.46053
Panthera leo,21.125,-14.875
Panthera leo,12.375,-15.375
Panthera leo,15.625,-15.375
Panthera leo,21.37872,-17.86971
Panthera leo,12.625,-14.875
Panthera leo,14.375,-10.625
Panthera leo,12.625,-15.125
Panthera leo,18.375,-16.125
Panthera leo,17.625,-11.375
Panthera leo,12.41774,-14.125
Panthera leo,15.625,-16.125
Panthera leo,20.375,-15.875
Panthera leo,23.125,-11.625
Panthera leo,21.625,-15.875
Panthera leo,21.62483,-7.87492
Panthera leo,15.625,-9.625
Panthera leo,12.875,-14.875
Panthera leo,13.375,-14.625
Panthera leo,21.87491,-16.12501
Panthera leo,21.375,-8.125
Panthera leo,13.4375,-12.64201
Panthera leo,15.875,-15.625
Panthera leo,20.375,-8.625
Panthera leo,15.125,-16.375
Panthera leo,12.39867,-14.62977
Panthera leo,15.125,-15.625
Panthera leo,13.875,-9.625
Panthera leo,13.375,-16.86291
Panthera leo,16.875,-13.125
Panthera leo,13.125,-15.375
Panthera leo,15.375,-15.875
Panthera leo,13.375,-16.625
Panthera leo,14.125,-14.625
Panthera leo,13.125,-15.625
Panthera leo,14.875,-10.625
Panthera leo,13.125,-16.625
Panthera leo,20.625,-11.625
Panthera leo,14.125,-14.125
Panthera leo,13.125,-16.125
Panthera leo,15.125,-16.125
Panthera leo,13.625,-9.375
Panthera leo,20.375,-8.875
Panthera leo,16.875,-15.375
Panthera leo,12.125,-15.875
Panthera leo,20.875,-8.625
